representative,ticker,transaction_date,transaction_type,range,price_change
Josh Gottheimer,TSM,2024-09-23,Sale,"$1,001 - $15,000",1.12726024261845
Shelley Moore Capito,AAPL,2024-09-20,Sale (Partial),"$1,001 - $15,000",-4.35144609991235
Marjorie Taylor Mrs Greene,INTC,2024-09-20,Purchase,"$1,001 - $15,000",11.0805860805861
Marjorie Taylor Mrs Greene,UPS,2024-09-20,Purchase,"$1,001 - $15,000",-10.49766718507
Shelley Moore Capito,NKE,2024-09-20,Sale (Partial),"$1,001 - $15,000",-21.4748035136385
Marjorie Taylor Mrs Greene,CRWD,2024-09-20,Purchase,"$1,001 - $15,000",20.8070702017675
Marjorie Taylor Mrs Greene,LRCX,2024-09-20,Purchase,"$1,001 - $15,000",-1.91285453769449
Victoria Spartz,SPG,2024-09-20,Sale,"$1,000,001 - $5,000,000",-2.67187030921646
Josh Gottheimer,BX,2024-09-20,Purchase,"$1,001 - $15,000",-6.21679736908678
Marjorie Taylor Mrs Greene,SCCO,2024-09-20,Purchase,"$1,001 - $15,000",-1.76636615777451
Shelley Moore Capito,ACN,2024-09-20,Sale (Partial),"$1,001 - $15,000",-9.19041104039023
Marjorie Taylor Mrs Greene,CAH,2024-09-20,Purchase,"$1,001 - $15,000",17.9273962804006
Marjorie Taylor Mrs Greene,GOOG,2024-09-20,Purchase,"$1,001 - $15,000",0.977891156462593
Josh Gottheimer,HDB,2024-09-20,Purchase,"$1,001 - $15,000",-1.84086414118364
Josh Gottheimer,IBN,2024-09-20,Sale,"$1,001 - $15,000",-0.318674314850216
Marjorie Taylor Mrs Greene,BX,2024-09-20,Purchase,"$1,001 - $15,000",-6.21679736908678
Marjorie Taylor Mrs Greene,BRK.B,2024-09-20,Purchase,"$1,001 - $15,000",14.6273967187191
Shelley Moore Capito,GWW,2024-09-20,Sale (Partial),"$1,001 - $15,000",-5.72842998585573
Shelley Moore Capito,MSFT,2024-09-20,Sale (Partial),"$1,001 - $15,000",-10.1109656075539
Earl Blumenauer,VTR,2024-09-19,Sale,"$15,001 - $50,000",7.47588424437298
Jonathan Jackson,ARMK,2024-09-19,Purchase,"$15,001 - $50,000",-11.5394500128502
Jonathan Jackson,AES,2024-09-19,Sale,"$15,001 - $50,000",-30.9523809523809
Josh Gottheimer,MA,2024-09-18,Purchase,"$1,001 - $15,000",8.27269787371656
Josh Gottheimer,IBM,2024-09-17,Purchase,"$1,001 - $15,000",13.8887591649932
Mark Dr Green,NGL,2024-09-17,Sale,"$1,001 - $15,000",-0.214132762312629
Sheldon Whitehouse,AMGN,2024-09-17,Sale (Partial),"$1,001 - $15,000",-5.03605769230769
Josh Gottheimer,CHRD,2024-09-16,Sale,"$1,001 - $15,000",-18.3766088832676
Josh Gottheimer,VRT,2024-09-16,Sale,"$1,001 - $15,000",1.88527416944476
Josh Gottheimer,ALGM,2024-09-16,Sale,"$1,001 - $15,000",17.1516754850088
Josh Gottheimer,PPBI,2024-09-16,Sale,"$1,001 - $15,000",-11.5746421267894
Josh Gottheimer,ETN,2024-09-16,Sale,"$1,001 - $15,000",-3.62420486054478
Josh Gottheimer,XNGSY,2024-09-16,Sale,"$1,001 - $15,000",33.6464560204953
Josh Gottheimer,CELH,2024-09-16,Sale,"$1,001 - $15,000",-0.753465943339361
Josh Gottheimer,USPH,2024-09-16,Sale,"$1,001 - $15,000",-13.3142789091342
Josh Gottheimer,GOOG,2024-09-16,Sale,"$1,001 - $15,000",4.56632492609597
Pete Sessions,NVDA,2024-09-16,Purchase,"$1,001 - $15,000",0.787806131186849
Josh Gottheimer,IBM,2024-09-13,Purchase,"$1,001 - $15,000",13.5388053447553
John Hickenlooper,CMG,2024-09-12,Sale (Partial),"$100,001 - $250,000",-13.8775510204082
Josh Gottheimer,AAPL,2024-09-12,Purchase,"$1,001 - $15,000",-2.02002064909997
Lloyd Doggett,HD,2024-09-12,Purchase,"$1,001 - $15,000",-6.2174505247977
Richard W. Allen,SCHW,2024-09-12,Sale,"$15,001 - $50,000",26.9679300291545
Josh Gottheimer,AVGO,2024-09-12,Sale,"$1,001 - $15,000",16.4681575109383
Josh Gottheimer,MSFT,2024-09-12,Sale,"$1,001 - $15,000",-8.37002341920375
Josh Gottheimer,ETN,2024-09-12,Sale,"$1,001 - $15,000",-2.61717977454018
Josh Gottheimer,MCK,2024-09-12,Sale,"$1,001 - $15,000",29.3444450965432
Lloyd Doggett,PPG,2024-09-12,Purchase,"$1,001 - $15,000",-11.7618933779584
William R. Keating,NXPI,2024-09-11,Sale,"$1,001 - $15,000",-13.093948975614
Josh Gottheimer,AVGO,2024-09-11,Sale,"$1,001 - $15,000",21.0968597965502
William R. Keating,CAT,2024-09-11,Sale,"$1,001 - $15,000",0.232835820895514
Thomas H. Kean Jr.,NKE,2024-09-11,Sale,"$1,001 - $15,000",-13.3418367346939
Josh Gottheimer,TMO,2024-09-10,Purchase,"$1,001 - $15,000",-17.0599637942359
Josh Gottheimer,MCD,2024-09-10,Purchase,"$1,001 - $15,000",4.86490198097985
Thomas H. Kean Jr.,SIRI,2024-09-10,Exchange,"$1,001 - $15,000",-14.2804967129291
Greg Landsman,NEE,2024-09-10,Purchase,"$1,001 - $15,000",-13.8760631834751
Pete Sessions,MO,2024-09-10,Sale,"$1,001 - $15,000",6.50887573964498
Pete Sessions,NVDA,2024-09-10,Purchase,"$1,001 - $15,000",8.88066604995375
Max Miller,GLA,2024-09-10,Purchase,"$1,001 - $15,000",
Rudy Yakym Iii,MATURE,2024-09-10,Purchase,"$50,001 - $100,000",
Greg Landsman,FANG,2024-09-10,Sale,"$1,001 - $15,000",-7.5747857017902
Lloyd Doggett,JNJ,2024-09-10,Purchase,"$1,001 - $15,000",-2.24041104074561
Laurel Lee,JPM,2024-09-10,Purchase,"$50,001 - $100,000",17.5471881689045
Thomas H. Kean Jr.,LSXMA,2024-09-10,Exchange,"$1,001 - $15,000",
Thomas H. Kean Jr.,LSXMK,2024-09-10,Exchange,"$1,001 - $15,000",
Lloyd Doggett,IBM,2024-09-10,Purchase,"$1,001 - $15,000",18.7755698421976
Josh Gottheimer,SSMXY,2024-09-09,Purchase,"$1,001 - $15,000",1.02667231160033
John Hickenlooper,LSXMK,2024-09-09,Exchange,"$100,001 - $250,000",0.0
Josh Gottheimer,HALO,2024-09-09,Sale,"$1,001 - $15,000",9.99324780553679
Josh Gottheimer,RHP,2024-09-09,Sale,"$1,001 - $15,000",-5.03568197808824
Josh Gottheimer,IRT,2024-09-09,Purchase,"$1,001 - $15,000",4.80283114256825
Josh Gottheimer,AVGO,2024-09-09,Sale,"$1,001 - $15,000",36.102826303082
John Boozman,MDY,2024-09-09,Sale (Partial),"$1,001 - $15,000",-0.457102672292551
Pete Sessions,MSFT,2024-09-09,Purchase,"$1,001 - $15,000",-3.56403430937593
John Boozman,VEA,2024-09-09,Sale (Partial),"$1,001 - $15,000",2.23924572775486
John Boozman,EFA,2024-09-09,Sale (Partial),"$1,001 - $15,000",3.79652605459057
John Boozman,PALL,2024-09-06,Purchase,"$1,001 - $15,000",4.43384982121573
John Boozman,IEF,2024-09-06,Purchase,"$1,001 - $15,000",-3.39568930459537
John Boozman,VNQI,2024-09-06,Sale (Partial),"$1,001 - $15,000",-8.95421903052065
John Boozman,TLH,2024-09-06,Purchase,"$1,001 - $15,000",-5.95292193038262
John Boozman,TBLL,2024-09-06,Purchase,"$15,001 - $50,000",0.0756644282606623
John Boozman,SHY,2024-09-06,Purchase,"$1,001 - $15,000",-0.458052073288326
Josh Gottheimer,SAP,2024-09-06,Sale,"$1,001 - $15,000",28.9594473098945
John Boozman,JMBS,2024-09-06,Purchase,"$1,001 - $15,000",-3.27763496143959
John Boozman,FTGC,2024-09-06,Purchase,"$15,001 - $50,000",13.2320071524363
John Boozman,IEI,2024-09-06,Purchase,"$1,001 - $15,000",-1.58783219120842
John Boozman,SCHP,2024-09-06,Purchase,"$1,001 - $15,000",0.357613401091658
John Boozman,GIGB,2024-09-06,Purchase,"$1,001 - $15,000",-2.67226712037431
John Boozman,AGZ,2024-09-06,Purchase,"$1,001 - $15,000",-0.961102547828454
John Boozman,WWSYX,2024-09-06,Sale (Partial),"$1,001 - $15,000",
John Hickenlooper,LSXMK,2024-09-06,Sale (Partial),"$100,001 - $250,000",-1.15299334811531
John Boozman,MBB,2024-09-06,Purchase,"$1,001 - $15,000",-2.46064018350537
John Boozman,PPLT,2024-09-06,Purchase,"$1,001 - $15,000",6.3253724284701
John Boozman,TPYP,2024-09-06,Sale (Partial),"$15,001 - $50,000",17.3505654281099
John Boozman,EMLP,2024-09-06,Sale (Partial),"$1,001 - $15,000",14.9354640442532
John Boozman,CMBS,2024-09-06,Purchase,"$1,001 - $15,000",-1.19292472233648
John Boozman,IVV,2024-09-06,Purchase,"$1,001 - $15,000",4.2714908809835
John Boozman,TLT,2024-09-06,Purchase,"$1,001 - $15,000",-8.89915628766573
Josh Gottheimer,NSRGY,2024-09-05,Purchase,"$1,001 - $15,000",-1.0038240917782
Rudy Yakym Iii,MATURE,2024-09-05,Purchase,"$1,001 - $15,000",
Josh Gottheimer,SAP,2024-09-05,Sale,"$1,001 - $15,000",28.1890874882408
John James,ABT,2024-09-04,Sale,"$1,001 - $15,000",10.4370629370629
John James,LIN,2024-09-04,Sale,"$1,001 - $15,000",-2.92292377099528
John James,PEG,2024-09-04,Sale,"$1,001 - $15,000",2.45709346832943
John James,MU,2024-09-04,Sale,"$1,001 - $15,000",6.08130809721133
John James,ICLR,2024-09-04,Sale,"$1,001 - $15,000",-40.8453858953027
John James,OTIS,2024-09-04,Sale,"$1,001 - $15,000",7.37322300021217
John James,TT,2024-09-04,Sale,"$1,001 - $15,000",0.176030935272563
John James,BRK.B,2024-09-04,Sale,"$1,001 - $15,000",9.05614643625801
John James,WAB,2024-09-04,Sale,"$1,001 - $15,000",12.6432577420141
John James,NOC,2024-09-04,Sale,"$1,001 - $15,000",-6.29391995111517
John James,AVGO,2024-09-04,Sale,"$1,001 - $15,000",24.3576433947573
John James,GPC,2024-09-04,Sale,"$1,001 - $15,000",-15.8781869688385
John James,EOG,2024-09-04,Sale,"$1,001 - $15,000",1.94657110278547
John James,MCD,2024-09-04,Sale,"$1,001 - $15,000",6.04450925250843
John James,NEE,2024-09-04,Sale,"$1,001 - $15,000",-12.5801677355698
John James,CCI,2024-09-04,Sale,"$1,001 - $15,000",-6.53606254941579
John James,BP,2024-09-04,Sale,"$1,001 - $15,000",6.60290033940142
John James,AEE,2024-09-04,Sale,"$1,001 - $15,000",18.0028632784538
John James,GIS,2024-09-04,Sale,"$1,001 - $15,000",-20.3044305517804
John James,ICE,2024-09-04,Sale,"$1,001 - $15,000",7.3631718278643
John James,CVX,2024-09-04,Sale,"$1,001 - $15,000",15.9639614274653
John James,SO,2024-09-04,Sale,"$1,001 - $15,000",0.258050039268489
John James,VLO,2024-09-04,Sale,"$1,001 - $15,000",-5.81536919000215
John James,GOOGL,2024-09-04,Sale,"$1,001 - $15,000",4.81943112815597
John James,UNH,2024-09-04,Sale,"$1,001 - $15,000",-14.4543016981694
John James,EA,2024-09-04,Sale,"$1,001 - $15,000",-1.89012782159369
John James,KO,2024-09-04,Sale,"$1,001 - $15,000",-5.36108048511577
John James,MDLZ,2024-09-04,Sale,"$1,001 - $15,000",-14.2952039325096
John James,KLAC,2024-09-04,Sale,"$1,001 - $15,000",-5.18312732348244
John James,WMT,2024-09-04,Sale,"$1,001 - $15,000",11.315380631797
John James,PPG,2024-09-04,Sale,"$1,001 - $15,000",-12.5838793715955
John James,MSFT,2024-09-04,Sale,"$15,001 - $50,000",-4.31401320616287
John James,CSCO,2024-09-04,Sale,"$1,001 - $15,000",21.327967806841
John James,MMC,2024-09-04,Sale,"$1,001 - $15,000",0.384582145017723
John James,AAPL,2024-09-04,Sale,"$1,001 - $15,000",-1.16821371971926
John James,SKX,2024-09-04,Sale,"$1,001 - $15,000",-16.7829054755899
John James,MDT,2024-09-04,Sale,"$1,001 - $15,000",-0.768977260243879
John James,CMCSA,2024-09-04,Sale,"$1,001 - $15,000",-4.96508921644686
John James,ADI,2024-09-04,Sale,"$1,001 - $15,000",-7.84490532010821
John James,WM,2024-09-04,Sale,"$1,001 - $15,000",7.44792661952991
John James,RGA,2024-09-04,Sale,"$1,001 - $15,000",-12.6280796028963
John James,FNF,2024-09-04,Sale,"$1,001 - $15,000",7.42306391613121
John James,GOOG,2024-09-04,Sale,"$1,001 - $15,000",5.3482035358976
John James,ADP,2024-09-04,Sale,"$1,001 - $15,000",7.30324831044254
John James,CB,2024-09-04,Sale,"$1,001 - $15,000",0.168419605416928
John James,TJX,2024-09-04,Sale,"$1,001 - $15,000",-1.19128658951667
John James,CMI,2024-09-04,Sale,"$1,001 - $15,000",6.75106883637689
John James,WFC,2024-09-04,Sale,"$1,001 - $15,000",24.776324845148
John James,PLD,2024-09-04,Sale,"$1,001 - $15,000",-15.4751695642005
John James,ETR,2024-09-04,Sale,"$1,001 - $15,000",36.9134089610708
John James,T,2024-09-04,Sale,"$1,001 - $15,000",31.3563441905688
John James,RTX,2024-09-04,Sale,"$1,001 - $15,000",9.29733300305508
John James,BLK,2024-09-04,Sale,"$1,001 - $15,000",7.35936107570305
John James,APD,2024-09-04,Sale,"$1,001 - $15,000",6.18196381111878
John James,MRVL,2024-09-04,Sale,"$1,001 - $15,000",-0.677296458303942
John James,AMAT,2024-09-04,Sale,"$1,001 - $15,000",-16.591731549512
John James,PSA,2024-09-04,Sale,"$1,001 - $15,000",-15.3539758685856
John James,THC,2024-09-04,Sale,"$1,001 - $15,000",-24.006908462867
John James,CAH,2024-09-04,Sale,"$1,001 - $15,000",15.784391186024
John James,SNY,2024-09-04,Sale,"$1,001 - $15,000",-2.78489663420469
John James,PKG,2024-09-04,Sale,"$1,001 - $15,000",-4.96186937817755
John James,CME,2024-09-04,Sale,"$1,001 - $15,000",21.9212962962963
John James,DEO,2024-09-04,Sale,"$1,001 - $15,000",-17.2861448110656
John James,TKO,2024-09-04,Sale,"$1,001 - $15,000",27.06002034588
John James,MCHP,2024-09-04,Sale,"$1,001 - $15,000",-32.7350760827156
John James,DNB,2024-09-04,Sale,"$1,001 - $15,000",-26.3912310286678
John James,ACN,2024-09-04,Sale,"$1,001 - $15,000",-11.2416058606355
John James,BAC,2024-09-04,Sale,"$1,001 - $15,000",4.8641975308642
John James,CDW,2024-09-04,Sale,"$1,001 - $15,000",-22.8039910481164
John James,DIS,2024-09-04,Sale,"$1,001 - $15,000",11.4397759103641
John James,MRK,2024-09-04,Sale,"$1,001 - $15,000",-19.594127806563
John James,AMD,2024-09-04,Sale,"$1,001 - $15,000",-24.4409739476113
John James,APTV,2024-09-04,Sale,"$1,001 - $15,000",-10.0921393607832
John James,ELV,2024-09-04,Sale,"$1,001 - $15,000",-21.947342456743
John James,AVTR,2024-09-04,Sale,"$1,001 - $15,000",-33.9984038308061
John James,DLTR,2024-09-04,Sale,"$1,001 - $15,000",5.01887979861548
John James,CTVA,2024-09-04,Sale,"$1,001 - $15,000",11.2072072072072
John James,AMZN,2024-09-04,Sale,"$1,001 - $15,000",13.2002538510356
John James,SHEL,2024-09-04,Sale,"$1,001 - $15,000",3.64910232082908
John James,NVDA,2024-09-04,Sale,"$1,001 - $15,000",10.8181903775539
John James,UBER,2024-09-04,Sale,"$1,001 - $15,000",5.98099496925657
John James,PH,2024-09-04,Sale,"$1,001 - $15,000",7.82563480370916
John James,AEP,2024-09-04,Sale,"$1,001 - $15,000",2.61642097041882
John James,JNJ,2024-09-04,Sale,"$1,001 - $15,000",-2.22872848948376
John James,BK,2024-09-04,Sale,"$1,001 - $15,000",23.3392382639504
John James,CTSH,2024-09-04,Sale,"$1,001 - $15,000",-1.1639937920331
John James,HD,2024-09-04,Sale,"$1,001 - $15,000",-3.70746154057094
John James,AVY,2024-09-04,Sale,"$1,001 - $15,000",-20.2466879853814
John James,PG,2024-09-04,Sale,"$1,001 - $15,000",-5.2359295054008
John James,NVO,2024-09-04,Sale,"$1,001 - $15,000",-42.8677618375084
John James,BX,2024-09-04,Sale,$985.47,7.57344940152339
John James,MS,2024-09-04,Sale,"$1,001 - $15,000",19.9600599101348
John James,AVB,2024-09-04,Sale,"$1,001 - $15,000",-7.74784293009332
John James,HUM,2024-09-04,Sale,"$1,001 - $15,000",-28.3333333333333
John James,DFS,2024-09-04,Sale,"$1,001 - $15,000",22.0239857862008
John James,JPM,2024-09-04,Sale,"$1,001 - $15,000",10.1673277709388
John James,FTV,2024-09-04,Sale,"$1,001 - $15,000",4.32417352489888
John James,PEP,2024-09-04,Sale,"$1,001 - $15,000",-18.524535066099
John James,META,2024-09-04,Sale,"$1,001 - $15,000",16.2870070601084
John James,BAH,2024-09-04,Sale,"$1,001 - $15,000",-33.5841836734694
John James,ABBV,2024-09-04,Sale,"$1,001 - $15,000",6.59864981473022
John James,SONY,2024-09-04,Sale,"$1,001 - $15,000",33.5485919966123
John James,TMO,2024-09-04,Sale,"$1,001 - $15,000",-15.3914038241543
John James,LRCX,2024-09-04,Sale,"$1,001 - $15,000",-0.790120872795771
John James,ZBRA,2024-09-04,Sale,"$1,001 - $15,000",-11.8223006051023
John James,LMT,2024-09-04,Sale,"$1,001 - $15,000",-23.5011656633842
John James,PNC,2024-09-04,Sale,"$1,001 - $15,000",-4.79820135994736
John James,CIEN,2024-09-04,Sale,"$1,001 - $15,000",19.3519024212634
John James,TXN,2024-09-04,Sale,"$1,001 - $15,000",-12.2549019607843
John James,IBM,2024-09-04,Sale,"$1,001 - $15,000",19.4796923227671
John James,EBAY,2024-09-04,Sale,"$1,001 - $15,000",11.5860899067006
John James,V,2024-09-04,Sale,"$1,001 - $15,000",19.6691504153446
John James,HON,2024-09-04,Sale,"$1,001 - $15,000",2.22827673445559
John James,BDX,2024-09-04,Sale,"$1,001 - $15,000",-2.58525852585259
John James,COP,2024-09-04,Sale,"$1,001 - $15,000",-6.11643330876934
John James,WEC,2024-09-04,Sale,"$1,001 - $15,000",12.9786333826952
Marjorie Taylor Mrs Greene,AAPL,2024-09-03,Purchase,"$1,001 - $15,000",-2.02002064909997
Marjorie Taylor Mrs Greene,AMZN,2024-09-03,Purchase,"$1,001 - $15,000",11.3248226950355
Marjorie Taylor Mrs Greene,UPS,2024-09-03,Purchase,"$1,001 - $15,000",-9.72549019607844
Marjorie Taylor Mrs Greene,NVDA,2024-09-03,Purchase,"$1,001 - $15,000",8.98148148148148
Josh Gottheimer,SSMXY,2024-09-03,Purchase,"$1,001 - $15,000",-0.934094447327451
Marjorie Taylor Mrs Greene,PANW,2024-09-03,Purchase,"$1,001 - $15,000",2.69524319148337
Marjorie Taylor Mrs Greene,CRWD,2024-09-03,Purchase,"$1,001 - $15,000",35.873968492123
Marjorie Taylor Mrs Greene,GLW,2024-09-03,Purchase,"$1,001 - $15,000",19.3262847307598
Marjorie Taylor Mrs Greene,DLR,2024-09-03,Purchase,"$1,001 - $15,000",0.393884772014155
Marjorie Taylor Mrs Greene,TSLA,2024-09-03,Purchase,"$1,001 - $15,000",18.0959164292498
Michael C. Burgess,ILMN,2024-09-03,Sale,"$15,001 - $50,000",-32.7038231229848
Marjorie Taylor Mrs Greene,GOOG,2024-09-03,Purchase,"$1,001 - $15,000",4.81684635268898
Marjorie Taylor Mrs Greene,LULU,2024-09-03,Purchase,"$1,001 - $15,000",25.0077495350279
Marjorie Taylor Mrs Greene,QCOM,2024-09-03,Purchase,"$1,001 - $15,000",-3.93285959323696
Josh Gottheimer,BNTX,2024-09-03,Sale,"$1,001 - $15,000",8.38636363636363
Marjorie Taylor Mrs Greene,SCHW,2024-09-03,Purchase,"$1,001 - $15,000",20.9908936564285
A. Mitchell Jr. McConnell,WFC,2024-09-01,Purchase,"$1,001 - $15,000",24.2419050882303
Suzan K. Delbene,MSFT,2024-08-31,Sale,"$100,001 - $250,000",-4.44021101992966
Josh Gottheimer,LOW,2024-08-30,Sale,"$1,001 - $15,000",-8.62374245472837
Josh Gottheimer,SNPS,2024-08-30,Sale,"$1,001 - $15,000",-13.6610339120059
John Hickenlooper,BATRK,2024-08-30,Sale (Full),"$50,001 - $100,000",-8.16231343283582
Josh Gottheimer,BRK.B,2024-08-30,Purchase,"$1,001 - $15,000",9.66338880484114
Josh Gottheimer,ETN,2024-08-30,Sale,"$1,001 - $15,000",-3.74352458215228
Josh Gottheimer,APD,2024-08-30,Sale,"$1,001 - $15,000",4.59028151335842
Josh Gottheimer,NSC,2024-08-30,Sale,"$1,001 - $15,000",-9.5292004996877
Michael C. Burgess,ILMN,2024-08-30,Sale,"$15,001 - $50,000",-33.2876712328767
Josh Gottheimer,TXN,2024-08-30,Sale,"$1,001 - $15,000",-16.4878230848185
Josh Gottheimer,BNTX,2024-08-30,Sale,"$1,001 - $15,000",8.1160734527318
Shelley Moore Capito,NKE,2024-08-28,Purchase,"$1,001 - $15,000",-17.9369489068728
John Hickenlooper,BATRK,2024-08-28,Purchase,"$100,001 - $250,000",-10.4389356379349
John James,ROST,2024-08-28,Sale,"$1,001 - $15,000",-17.5850567044696
John James,GOOG,2024-08-28,Sale,"$1,001 - $15,000",1.06382978723404
John James,UBER,2024-08-28,Purchase,"$1,001 - $15,000",5.55323590814198
John Hickenlooper,BATRK,2024-08-28,Sale (Full),"$250,001 - $500,000",-10.4389356379349
John James,UPS,2024-08-28,Sale,"$1,001 - $15,000",-9.50546426605866
Mark Dr Green,NGL,2024-08-28,Sale,"$50,001 - $100,000",13.9364303178484
Josh Gottheimer,TSLA,2024-08-28,Sale,"$1,001 - $15,000",20.8797083839611
Eleanor Holmes Norton,BRK.B,2024-08-27,Sale,"$15,001 - $50,000",13.3035190934155
Shelley Moore Capito,AVGO,2024-08-27,Purchase,"$1,001 - $15,000",18.7558089100936
Jonathan Jackson,LRCX,2024-08-26,Sale,"$15,001 - $50,000",-7.38909037623182
Jonathan Jackson,SPG,2024-08-26,Purchase,"$15,001 - $50,000",-3.14292543021034
Tommy Tuberville,AAPL,2024-08-26,Sale (Full),"$15,001 - $50,000",-3.92200017607184
Tommy Tuberville,EIBLX,2024-08-26,Sale (Full),"$50,001 - $100,000",
Tommy Tuberville,UPS,2024-08-26,Sale (Full),"$15,001 - $50,000",-10.9546650162463
Tommy Tuberville,MDT,2024-08-26,Sale (Full),"$15,001 - $50,000",1.10812625923438
Tommy Tuberville,CVS,2024-08-26,Sale (Full),"$1,001 - $15,000",14.2248722316865
Tommy Tuberville,ABNFX,2024-08-26,Purchase,"$50,001 - $100,000",
Max Miller,GLA,2024-08-22,Purchase,"$1,001 - $15,000",
Shelley Moore Capito,NSC,2024-08-22,Sale (Partial),"$1,001 - $15,000",-2.25643188528047
Greg Landsman,AMZN,2024-08-21,Sale,"$15,001 - $50,000",8.93898173338515
Marjorie Taylor Mrs Greene,KMI,2024-08-21,Purchase,"$1,001 - $15,000",33.1902718168813
Marjorie Taylor Mrs Greene,GOOG,2024-08-21,Purchase,"$1,001 - $15,000",-0.823241663186778
Marjorie Taylor Mrs Greene,FDX,2024-08-21,Purchase,"$1,001 - $15,000",-20.9899835345774
Marjorie Taylor Mrs Greene,INTC,2024-08-21,Purchase,"$1,001 - $15,000",13.3115366651098
Marjorie Taylor Mrs Greene,AMZN,2024-08-21,Purchase,"$1,001 - $15,000",8.93898173338515
Greg Landsman,ANET,2024-08-21,Purchase,"$15,001 - $50,000",-6.56663575823991
Marjorie Taylor Mrs Greene,NVDA,2024-08-21,Purchase,"$1,001 - $15,000",-8.40466926070039
Virginia Foxx,HTGC,2024-08-20,Purchase,"$1,001 - $15,000",5.30925013683634
Markwayne Mullin,TJX,2024-08-20,Purchase,"$15,001 - $50,000",2.47992233695173
Markwayne Mullin,IQV,2024-08-20,Purchase,"$15,001 - $50,000",-24.7226046812991
Markwayne Mullin,EW,2024-08-20,Sale (Partial),"$15,001 - $50,000",1.55664456615739
Markwayne Mullin,SBUX,2024-08-20,Sale (Partial),"$15,001 - $50,000",4.36512202988925
Josh Gottheimer,ABT,2024-08-19,Purchase,"$1,001 - $15,000",12.9043789097408
Virginia Foxx,ET,2024-08-19,Purchase,"$1,001 - $15,000",14.1104294478528
Morgan Mcgarvey,AAPL,2024-08-19,Sale,"$1,001 - $15,000",-3.37332329895081
Jake Auchincloss,STT,2024-08-16,Sale,"$15,001 - $50,000",11.5422517861542
Earl Blumenauer,NWN,2024-08-15,Purchase,"$1,001 - $15,000",6.8064182194617
Lloyd Doggett,PG,2024-08-15,Purchase,"$1,001 - $15,000",-0.732491662696516
Sheldon Whitehouse,SNOW,2024-08-15,Sale (Full),"$1,001 - $15,000",24.6674537583628
C. Scott Franklin,SBUX,2024-08-14,Sale,"$1,001 - $15,000",3.3759318423855
Josh Gottheimer,SBUX,2024-08-14,Purchase,"$1,001 - $15,000",3.3759318423855
C. Scott Franklin,SBUX,2024-08-14,Sale,"$100,001 - $250,000",3.3759318423855
C. Scott Franklin,SBUX,2024-08-14,Sale,"$1,001 - $15,000",3.3759318423855
Greg Landsman,ADBE,2024-08-14,Sale,"$15,001 - $50,000",-28.2572852405565
C. Scott Franklin,SBUX,2024-08-14,Sale,"$1,001 - $15,000",3.3759318423855
Greg Landsman,ANET,2024-08-14,Purchase,"$1,001 - $15,000",-4.62641617668148
Richard W. Allen,DE,2024-08-14,Sale,"$1,001 - $15,000",34.4881575950809
Virginia Foxx,ARLP,2024-08-14,Purchase,"$1,001 - $15,000",13.1465517241379
Greg Landsman,ULTA,2024-08-14,Sale,"$1,001 - $15,000",6.5400395076736
John James,ROST,2024-08-13,Sale,"$1,001 - $15,000",-12.7850335333569
Morgan Mcgarvey,AAPL,2024-08-13,Purchase,"$1,001 - $15,000",-1.35580964432594
Josh Gottheimer,MSFT,2024-08-12,Purchase,"$15,001 - $50,000",-3.82242324426637
Carol Devine Miller,WBD,2024-08-12,Sale,"$1,001 - $15,000",60.0596125186289
Josh Gottheimer,MSFT,2024-08-12,Sale,"$15,001 - $50,000",-3.82242324426637
Kathy Manning,SBUX,2024-08-09,Sale,"$1,001 - $15,000",29.2715408176854
Kathy Manning,PFE,2024-08-09,Sale,"$1,001 - $15,000",-7.95096322241681
Debbie Wasserman Schultz,HL,2024-08-09,Purchase,"$1,001 - $15,000",14.2857142857143
Josh Gottheimer,HSHCY,2024-08-08,Sale,"$1,001 - $15,000",7.47967479674797
James E Hon Banks,YUM,2024-08-08,Purchase,"$1,001 - $15,000",14.3326039387309
C. Scott Franklin,MCD,2024-08-07,Purchase,"$1,001 - $15,000",13.3905037680514
C. Scott Franklin,FBKWX,2024-08-07,Purchase,"$100,001 - $250,000",
C. Scott Franklin,ACN,2024-08-07,Purchase,"$50,001 - $100,000",-3.99345953084711
C. Scott Franklin,SBUX,2024-08-07,Purchase,"$15,001 - $50,000",28.9281445079028
C. Scott Franklin,QQQM,2024-08-07,Purchase,"$50,001 - $100,000",10.6572035319101
C. Scott Franklin,JNJ,2024-08-07,Purchase,"$15,001 - $50,000",2.9767149150409
C. Scott Franklin,APD,2024-08-07,Purchase,"$50,001 - $100,000",5.12182814302191
C. Scott Franklin,LSYIX,2024-08-07,Purchase,"$50,001 - $100,000",
C. Scott Franklin,GD,2024-08-07,Purchase,"$50,001 - $100,000",-8.27384476094299
C. Scott Franklin,HSY,2024-08-07,Purchase,"$50,001 - $100,000",-16.334701231108
C. Scott Franklin,CB,2024-08-07,Purchase,"$50,001 - $100,000",9.67972601708631
C. Scott Franklin,UPS,2024-08-07,Purchase,"$15,001 - $50,000",-6.66558546869932
C. Scott Franklin,AMGN,2024-08-07,Purchase,"$50,001 - $100,000",1.13280000000001
C. Scott Franklin,NEE,2024-08-06,Sale,"$50,001 - $100,000",-7.91217357411979
C. Scott Franklin,PFE,2024-08-06,Sale,"$15,001 - $50,000",-10.3683492496589
